account,out_degree,in_degree,total_degree,component_size
C1776725772,0,1,1,2
C84567816,1,0,1,2
M1866294476,0,1,1,2
C338836011,1,0,1,3
C1513262872,1,0,1,3
C1808170790,0,2,2,3
C497811615,1,0,1,3
C404657134,0,2,2,3
C1293171064,1,0,1,2
C1230130361,0,1,1,2
C1425995724,1,0,1,2
M1808573173,0,1,1,2
C1189750487,1,0,1,3
C45179459,0,2,2,3
C219414980,1,0,1,4
C1499508419,1,0,1,3
C1567766754,0,2,2,3
C1643865991,1,0,1,3
C832641782,1,0,1,2
M959268831,0,1,1,2
C1402529698,1,0,1,2
C808307455,0,1,1,2
C1050832222,1,0,1,3
C1768901789,0,2,2,3
C890209233,1,0,1,3
C1032043138,1,0,1,2
M1294030199,0,1,1,2
C1548789610,1,0,1,2
C897529465,0,1,1,2
C618367568,1,0,1,7
C1796906830,1,0,1,4
C101668307,1,0,1,2
C1531111656,0,1,1,2
C924008358,1,0,1,2
C24674801,0,1,1,2
C1714621357,1,0,1,2
C1400001611,0,1,1,2
C892659041,1,0,1,2
M1832002372,0,1,1,2
C56004636,1,0,1,3
C839341162,1,0,1,2
M1484238126,0,1,1,2
C1775828816,1,0,1,2
C363702734,0,1,1,2
C556571719,1,0,1,2
C285051464,0,1,1,2
C1595412592,1,0,1,2
M1082417179,0,1,1,2
C2000955347,1,0,1,2
M701843001,0,1,1,2
C799793002,1,0,1,2
C782738554,0,1,1,2
C1700103065,1,0,1,2
M1112524456,0,1,1,2
C1152640946,1,0,1,2
C1583646018,0,1,1,2
C549002414,1,0,1,2
C543379379,0,1,1,2
C2076181799,1,0,1,3
C664536402,1,0,1,2
C1315305672,0,1,1,2
C1373352784,1,0,1,3
C554537662,1,0,1,2
C1788724842,0,1,1,2
C300817327,1,0,1,2
M1126939194,0,1,1,2
C933757252,1,0,1,2
M1718867491,0,1,1,2
C95508568,1,0,1,2
C1409319970,0,1,1,2
C62259259,1,0,1,2
M1540380249,0,1,1,2
C2096734097,1,0,1,2
M580572944,0,1,1,2
C1739826852,1,0,1,2
C756927629,0,1,1,2
C1071895465,1,0,1,2
M285022016,0,1,1,2
C1531204376,1,0,1,2
M525157636,0,1,1,2
C436958053,1,0,1,5
C902087088,1,0,1,3
C1256392652,0,2,2,3
C1672647781,1,0,1,4
C836441970,1,0,1,3
C71752951,0,2,2,3
C850735389,1,0,1,2
C1147789904,0,1,1,2
C129926842,1,0,1,2
M699408023,0,1,1,2
C1411647884,1,0,1,2
C510041074,0,1,1,2
C1664205097,1,0,1,2
M545620875,0,1,1,2
C668445087,1,0,1,4
C920113069,1,0,1,2
C31230382,0,1,1,2
C577600880,1,0,1,2
M627858771,0,1,1,2
C797039908,1,0,1,2
M2128946626,0,1,1,2
C2091544101,1,0,1,2
M1775430129,0,1,1,2
C1044642586,1,0,1,2
C1801056330,0,1,1,2
C1215858312,1,0,1,2
M953322857,0,1,1,2
C918197676,1,0,1,2
M1324862266,0,1,1,2
C1268123134,1,0,1,2
M1824000761,0,1,1,2
C621957515,1,0,1,2
C300487786,0,1,1,2
C953041799,1,0,1,2
M553610722,0,1,1,2
C1349268812,1,0,1,2
M305177761,0,1,1,2
C1115840212,1,0,1,2
C1990600670,0,1,1,2
C1907167377,1,0,1,2
M1014629038,0,1,1,2
C1657503257,1,0,1,2
C327136994,0,1,1,2
C1579690525,1,0,1,2
M1185883353,0,1,1,2
C858226234,1,0,1,3
C506210587,0,2,2,3
C129190048,1,0,1,2
M502356026,0,1,1,2
C379942530,1,0,1,3
C1378763346,0,2,2,3
C1329951872,1,0,1,2
C1022873315,0,1,1,2
C28124970,1,0,1,2
C197574272,0,1,1,2
C155640528,1,0,1,2
C169317046,0,1,1,2
C863832410,1,0,1,2
M444524921,0,1,1,2
C1229186072,1,0,1,2
M984481791,0,1,1,2
C1231655333,1,0,1,2
C395952471,0,1,1,2
C1668034002,1,0,1,2
C35973566,0,1,1,2
C115410622,1,0,1,3
C127239948,0,2,2,3
C1940789172,1,0,1,3
C1655301386,0,2,2,3
C928128129,1,0,1,3
C813119953,0,2,2,3
C931997234,1,0,1,2
C1260371034,0,1,1,2
C731489828,1,0,1,2
M1595730230,0,1,1,2
C1563774667,1,0,1,4
C1180637568,0,3,3,4
C836043332,1,0,1,2
M255140810,0,1,1,2
C1051044877,1,0,1,2
M1907458690,0,1,1,2
C338728928,1,0,1,3
C2037295838,0,2,2,3
C2144327517,1,0,1,2
C701892173,0,1,1,2
C1132387318,1,0,1,2
M1102734398,0,1,1,2
C286233827,1,0,1,3
C1116190421,0,2,2,3
C771243959,1,0,1,3
C106318131,0,2,2,3
C1925544539,1,0,1,3
C1513297434,0,2,2,3
C812751998,1,0,1,3
C1608105481,0,2,2,3
C2018037413,1,0,1,5
C1824317347,1,0,1,2
C19416327,0,1,1,2
C1779987649,1,0,1,2
M1816902220,0,1,1,2
C465160499,1,0,1,2
M1820916714,0,1,1,2
C1453526864,1,0,1,2
M825174579,0,1,1,2
C1945353059,1,0,1,2
M412570529,0,1,1,2
C68000456,1,0,1,3
C808891251,0,2,2,3
C585591426,1,0,1,2
M209333829,0,1,1,2
C2140023079,1,0,1,2
M1996233101,0,1,1,2
C1218022833,1,0,1,2
C1967642921,0,1,1,2
C1414353666,1,0,1,2
M1433067582,0,1,1,2
C1112861362,1,0,1,2
M934442499,0,1,1,2
C641161270,1,0,1,3
C286042613,0,2,2,3
C732470520,1,0,1,4
C1087695181,1,0,1,2
M1039993970,0,1,1,2
C1580427779,1,0,1,7
C686024840,1,0,1,2
C857053403,0,1,1,2
C147350177,1,0,1,2
C1258497307,0,1,1,2
C1076820368,1,0,1,2
C743299873,0,1,1,2
C885905317,1,0,1,2
C1090902848,0,1,1,2
C837306149,1,0,1,2
M590825076,0,1,1,2
C532733181,1,0,1,3
C623371481,0,2,2,3
C16088925,1,0,1,3
C821155248,1,0,1,2
M55559147,0,1,1,2
C1510636135,1,0,1,2
M1669941072,0,1,1,2
C2119172100,1,0,1,3
C1178388156,0,2,2,3
C510536441,1,0,1,4
C573961928,0,3,3,4
C88979615,1,0,1,4
C230324725,1,0,1,2
C1617427114,0,1,1,2
C648218951,1,0,1,5
C1627082784,1,0,1,2
C1546761803,0,1,1,2
C579502417,1,0,1,2
M2127276942,0,1,1,2
C266991966,1,0,1,4
C143451356,0,3,3,4
C862141948,1,0,1,2
C2059983795,0,1,1,2
C542318372,1,0,1,2
M1648119914,0,1,1,2
C1531039061,1,0,1,2
C1734525567,0,1,1,2
C112848864,1,0,1,2
C375373121,0,1,1,2
C109917665,1,0,1,3
C1848130753,0,2,2,3
C2028207183,1,0,1,3
C458116171,0,2,2,3
C416959681,1,0,1,2
C954710462,0,1,1,2
C1840895044,1,0,1,3
C1148375685,1,0,1,2
M938068671,0,1,1,2
C2031573795,1,0,1,4
C987999411,1,0,1,2
M1251054968,0,1,1,2
C716066219,1,0,1,2
M1908509355,0,1,1,2
C1731321567,1,0,1,2
C1039260789,0,1,1,2
C670738946,1,0,1,2
M713550909,0,1,1,2
C1036249252,1,0,1,5
C244837436,1,0,1,2
C1249972791,0,1,1,2
C914259826,1,0,1,3
C1003414759,1,0,1,2
M1748021613,0,1,1,2
C876167279,1,0,1,2
M1937089391,0,1,1,2
C1832844586,1,0,1,2
C46677981,0,1,1,2
C750277053,1,0,1,4
C608521866,1,0,1,2
M1001588964,0,1,1,2
C521732444,1,0,1,2
M384283575,0,1,1,2
C2078920820,1,0,1,3
C1461085701,1,0,1,2
M1532221217,0,1,1,2
C1466515187,1,0,1,3
C914534367,1,0,1,2
C933249257,0,1,1,2
C1517371852,1,0,1,2
M1586945155,0,1,1,2
C896582572,1,0,1,5
C1045200315,0,4,4,5
C803013674,1,0,1,2
M890965226,0,1,1,2
C1666469122,1,0,1,3
C947028561,1,0,1,2
M1574636912,0,1,1,2
C1255511551,1,0,1,3
C1697958567,1,0,1,2
M2027230122,0,1,1,2
C42451571,1,0,1,2
C1009569579,0,1,1,2
C1377629369,1,0,1,4
C1875459252,1,0,1,2
M1493332518,0,1,1,2
C465172243,1,0,1,2
M1859259661,0,1,1,2
C841503590,1,0,1,2
M1913257551,0,1,1,2
C1280461261,1,0,1,2
C550136817,0,1,1,2
C283332417,1,0,1,3
C1282575255,1,0,1,2
M1248003106,0,1,1,2
C1578788585,1,0,1,2
C882944895,0,1,1,2
C1235323604,1,0,1,6
C1961923294,1,0,1,2
M30810820,0,1,1,2
C1823457885,1,0,1,2
M641253359,0,1,1,2
C1252476728,1,0,1,3
C1723221908,1,0,1,2
M31046970,0,1,1,2
C258759809,1,0,1,2
M1904208172,0,1,1,2
C1845676745,1,0,1,2
M462002646,0,1,1,2
C292823487,1,0,1,2
C1821176003,0,1,1,2
C777204570,1,0,1,2
C1787961043,0,1,1,2
C1840920813,1,0,1,4
C1432602005,1,0,1,3
C1338024718,0,2,2,3
C731335603,1,0,1,3
C966744559,1,0,1,2
C77819181,0,1,1,2
C325113538,1,0,1,2
M556111824,0,1,1,2
C1383086266,1,0,1,2
C1808571139,0,1,1,2
C314609659,1,0,1,2
C1147741827,0,1,1,2
C821422377,1,0,1,2
C476450473,0,1,1,2
C396215455,1,0,1,3
C37172905,0,2,2,3
C2098230032,1,0,1,2
M1719082014,0,1,1,2
C311002972,1,0,1,2
C100163404,0,1,1,2
C1382681653,1,0,1,2
C139745500,0,1,1,2
C618863625,1,0,1,2
M196654957,0,1,1,2
C286783960,1,0,1,3
C1937828760,0,2,2,3
C361595338,1,0,1,2
M339852684,0,1,1,2
C955152469,1,0,1,2
M384047059,0,1,1,2
C563564625,1,0,1,2
M1702455374,0,1,1,2
C1375493437,1,0,1,3
C863383981,1,0,1,3
C1676055226,0,2,2,3
C614046143,1,0,1,2
C1635855234,0,1,1,2
C1333124701,1,0,1,4
C1146040268,1,0,1,2
M33689576,0,1,1,2
C1178907173,1,0,1,2
C2106216224,0,1,1,2
C367185399,1,0,1,2
C185901462,0,1,1,2
C761315329,1,0,1,2
C691469313,0,1,1,2
C1061421413,1,0,1,2
C394589146,0,1,1,2
C1551907109,1,0,1,2
C1395254081,0,1,1,2
C1737314149,1,0,1,2
M768198833,0,1,1,2
C149162956,1,0,1,3
C1222065227,0,2,2,3
C1682107961,1,0,1,2
C1445218173,0,1,1,2
C466920111,1,0,1,2
C1146327115,0,1,1,2
C601627115,1,0,1,2
M606622166,0,1,1,2
C1100056197,1,0,1,2
C1775383625,0,1,1,2
C1058692129,1,0,1,2
M1625201472,0,1,1,2
C1642111454,1,0,1,2
M712176742,0,1,1,2
C1552718995,1,0,1,2
C930817464,0,1,1,2
C211716920,1,0,1,2
M1019715212,0,1,1,2
C769010947,1,0,1,2
M863964563,0,1,1,2
C1556697560,1,0,1,2
C1891693558,0,1,1,2
C1346498935,1,0,1,3
C1700603554,0,2,2,3
C203881215,1,0,1,2
C1193320435,0,1,1,2
C1770471801,1,0,1,2
M1965892099,0,1,1,2
C357525697,1,0,1,3
C1263029427,0,2,2,3
C1815680868,1,0,1,2
C1315604420,0,1,1,2
C137671179,1,0,1,5
C64294407,0,4,4,5
C1147106855,1,0,1,3
C2053174351,0,2,2,3
C339542321,1,0,1,2
C181714694,0,1,1,2
C221399151,1,0,1,2
M1394061885,0,1,1,2
C425335652,1,0,1,2
M1493284414,0,1,1,2
C96511328,1,0,1,2
M1698993733,0,1,1,2
C1350037262,1,0,1,3
C156607429,0,2,2,3
C145815895,1,0,1,2
C2090839304,0,1,1,2
C822268456,1,0,1,5
C1942595578,1,0,1,2
M1425576205,0,1,1,2
C91810905,1,0,1,2
M128189732,0,1,1,2
C1585572995,1,0,1,2
C1741982251,0,1,1,2
C1955798126,1,0,1,2
C301230143,0,1,1,2
C310455509,1,0,1,2
M1552201258,0,1,1,2
C735726026,1,0,1,3
C1072793235,0,2,2,3
C278801414,1,0,1,2
M1065309918,0,1,1,2
C1173319089,1,0,1,2
M1009320622,0,1,1,2
C548529001,1,0,1,2
C443473911,0,1,1,2
C87776179,1,0,1,2
C1410193996,0,1,1,2
C1294863777,1,0,1,2
M1118215327,0,1,1,2
C664791637,1,0,1,2
C1377171546,0,1,1,2
C1508335098,1,0,1,2
M216005002,0,1,1,2
C1428461238,1,0,1,2
C1893309295,0,1,1,2
C885465400,1,0,1,3
C475992224,1,0,1,2
M483102283,0,1,1,2
C1520796246,1,0,1,3
C1553928544,0,2,2,3
C1273308193,1,0,1,2
M447162400,0,1,1,2
C278135750,1,0,1,2
C370616879,0,1,1,2
C1488920979,1,0,1,2
C1649078461,0,1,1,2
C1687369770,1,0,1,2
C456791362,0,1,1,2
C1951343661,1,0,1,2
C416604201,0,1,1,2
C191299725,1,0,1,3
C768255040,0,2,2,3
C1352844384,1,0,1,2
M1617731256,0,1,1,2
C2009863108,1,0,1,2
C1106999331,0,1,1,2
C1473145812,1,0,1,2
C613552706,0,1,1,2
C1812141582,1,0,1,2
C186996130,0,1,1,2
C1163233314,1,0,1,2
C1118942527,0,1,1,2
C1144800045,1,0,1,4
C1977391812,0,3,3,4
C1443274182,1,0,1,2
C2104507826,0,1,1,2
C1322543623,1,0,1,2
C232223590,0,1,1,2
C942891313,1,0,1,2
C1888180684,0,1,1,2
C1424936138,1,0,1,3
C41862856,1,0,1,2
C2096740077,0,1,1,2
C1348202579,1,0,1,3
C1850005211,0,2,2,3
C1508720904,1,0,1,2
M1350400091,0,1,1,2
C1401307613,1,0,1,2
M1257069341,0,1,1,2
C923125592,1,0,1,2
C1738864906,0,1,1,2
C326575986,1,0,1,4
C1804978853,1,0,1,2
C557844354,0,1,1,2
C1644924764,1,0,1,3
C194599712,1,0,1,2
C1236592837,0,1,1,2
C971772281,1,0,1,2
C747835640,0,1,1,2
C895620868,1,0,1,2
C1161881843,0,1,1,2
C1032650816,1,0,1,2
M116321193,0,1,1,2
C2059883507,1,0,1,2
C1997207899,0,1,1,2
C1463843251,1,0,1,2
M1947210927,0,1,1,2
C385012722,1,0,1,3
C1006993597,1,0,1,2
M2372541,0,1,1,2
C1142224053,1,0,1,2
C633195824,0,1,1,2
C87703945,1,0,1,2
M555853893,0,1,1,2
C985451793,1,0,1,3
C1276835522,0,2,2,3
C714095699,1,0,1,2
M99372430,0,1,1,2
C648912573,1,0,1,2
M773272596,0,1,1,2
C1991435115,1,0,1,3
C1010314480,0,2,2,3
C937362739,1,0,1,2
M1255269195,0,1,1,2
C122825270,1,0,1,3
C81267169,0,2,2,3
C1933714723,1,0,1,2
M1769771498,0,1,1,2
C1556998309,1,0,1,2
C1818248645,0,1,1,2
C588041529,1,0,1,2
C283004259,0,1,1,2
C438315079,1,0,1,2
C905790970,0,1,1,2
C1398010811,1,0,1,4
C693239304,1,0,1,2
C177827276,0,1,1,2
C1544754707,1,0,1,2
M1512842005,0,1,1,2
C687168287,1,0,1,2
M2027006155,0,1,1,2
C656294000,1,0,1,2
C72119220,0,1,1,2
C488589041,1,0,1,2
C174773826,0,1,1,2
C1632637664,1,0,1,2
C1633156597,0,1,1,2
C273265174,1,0,1,2
M1105704790,0,1,1,2
C793266635,1,0,1,2
M842824406,0,1,1,2
C862367416,1,0,1,2
M1378862145,0,1,1,2
C859096873,1,0,1,2
C563004261,0,1,1,2
C370353249,1,0,1,5
C497395121,1,0,1,2
M57652955,0,1,1,2
C1337455508,1,0,1,2
C1239786032,0,1,1,2
C578662653,1,0,1,2
M2076376617,0,1,1,2
C1340869286,1,0,1,3
C469252386,0,2,2,3
C132601162,1,0,1,3
C533011107,1,0,1,2
C1626400665,0,1,1,2
C839944756,1,0,1,3
C1340680019,1,0,1,2
C1139127799,0,1,1,2
C575840578,1,0,1,2
M658313520,0,1,1,2
C183831020,1,0,1,2
M1853184105,0,1,1,2
C141056615,1,0,1,3
C840576098,1,0,1,2
C42067074,0,1,1,2
C2121658803,1,0,1,2
M1575918778,0,1,1,2
C577436703,1,0,1,4
C1342175675,0,3,3,4
C1017922557,1,0,1,2
C1683907244,0,1,1,2
C505549838,1,0,1,2
M2038794497,0,1,1,2
C587109698,1,0,1,2
M2073622545,0,1,1,2
C808430042,1,0,1,2
C1574341736,0,1,1,2
C1536795704,1,0,1,2
M880026254,0,1,1,2
C1230463710,1,0,1,3
C1430026065,1,0,1,3
C601909066,0,2,2,3
C2067454822,1,0,1,2
M1740243615,0,1,1,2
C1388510653,1,0,1,3
C467110246,0,2,2,3
C173794818,1,0,1,2
C1135094160,0,1,1,2
C1499495846,1,0,1,3
C596644531,1,0,1,3
C177090006,0,2,2,3
C994585858,1,0,1,2
C627689886,0,1,1,2
C1125520725,1,0,1,2
M540574423,0,1,1,2
C1708192042,1,0,1,2
M2033938370,0,1,1,2
C1372210211,1,0,1,2
M626411517,0,1,1,2
C710960828,1,0,1,2
M1525900385,0,1,1,2
C1175436627,1,0,1,5
C848201527,1,0,1,2
M1632226684,0,1,1,2
C1241140266,1,0,1,4
C943209060,0,3,3,4
C808434815,1,0,1,2
M512072222,0,1,1,2
C1931724243,1,0,1,2
C1024386057,0,1,1,2
C1993449186,1,0,1,2
C1372359826,0,1,1,2
C1616771626,1,0,1,2
M525311220,0,1,1,2
C1484144044,1,0,1,2
M1492679522,0,1,1,2
C1435967894,1,0,1,3
C892049579,1,0,1,2
M165281978,0,1,1,2
C1426149026,1,0,1,2
M1871496097,0,1,1,2
C257669099,1,0,1,2
C1991885465,0,1,1,2
C1559674466,1,0,1,2
M1046895264,0,1,1,2
C107133967,1,0,1,3
C1385924981,0,2,2,3
C1086581141,1,0,1,2
C774531820,0,1,1,2
C1351425976,1,0,1,2
M9990148,0,1,1,2
C705460051,1,0,1,2
M281111994,0,1,1,2
C21303656,1,0,1,2
M448060709,0,1,1,2
C851121251,1,0,1,2
C363538550,0,1,1,2
C857511098,1,0,1,2
M1540146492,0,1,1,2
C532459826,1,0,1,2
C1754594566,0,1,1,2
C460643625,1,0,1,2
M1231666385,0,1,1,2
C471753417,1,0,1,2
M105894862,0,1,1,2
C1602292096,1,0,1,2
M901378952,0,1,1,2
C678800125,1,0,1,2
M770808563,0,1,1,2
C1293207718,1,0,1,2
C1369230305,0,1,1,2
C1810784471,1,0,1,2
M723334998,0,1,1,2
C415590147,1,0,1,2
M386715779,0,1,1,2
C426123784,1,0,1,2
M560734926,0,1,1,2
C467171095,1,0,1,2
M2112905378,0,1,1,2
C191508827,1,0,1,2
C1484571177,0,1,1,2
C30725529,1,0,1,3
C1123823816,1,0,1,2
C6095019,0,1,1,2
C1153665941,1,0,1,5
C1118309267,1,0,1,2
M1065779438,0,1,1,2
C958113887,1,0,1,2
C1492196970,0,1,1,2
C2139184424,1,0,1,3
C1991080117,1,0,1,3
C1707554383,0,2,2,3
C2121248280,1,0,1,2
C845799020,0,1,1,2
C2111438225,1,0,1,2
M2080665682,0,1,1,2
C116840165,1,0,1,2
C525239626,0,1,1,2
C745981921,1,0,1,3
C1807896178,0,2,2,3
C1987461276,1,0,1,4
C980340525,1,0,1,2
C290492972,0,1,1,2
C1182413803,1,0,1,2
C666238760,0,1,1,2
C823375591,1,0,1,2
M1376294851,0,1,1,2
C1851974238,1,0,1,4
C1502375800,1,0,1,2
C936405672,0,1,1,2
C1972366558,1,0,1,4
C1773803317,0,3,3,4
C1067912168,1,0,1,2
C1028176539,0,1,1,2
C1223904928,1,0,1,2
C1762507020,0,1,1,2
C1966592188,1,0,1,2
M1765194920,0,1,1,2
C1265163899,1,0,1,3
C301381007,1,0,1,2
C488036877,0,1,1,2
C1175579090,1,0,1,2
M1530723554,0,1,1,2
C2090888453,1,0,1,2
M1503122647,0,1,1,2
C1638139587,1,0,1,4
C1539955778,1,0,1,2
C1759330730,0,1,1,2
C1955340829,1,0,1,3
C1045699566,1,0,1,2
C754479782,0,1,1,2
C3466616,1,0,1,2
M675310841,0,1,1,2
C2075081485,1,0,1,2
C770954220,0,1,1,2
C1394029378,1,0,1,3
C803472724,1,0,1,2
M1615018982,0,1,1,2
C275243617,1,0,1,4
C363994176,1,0,1,3
C889734235,0,2,2,3
C2103434827,1,0,1,2
M1832482113,0,1,1,2
C649155433,1,0,1,3
C1490144185,1,0,1,2
M121167103,0,1,1,2
C778253914,1,0,1,2
C886065605,0,1,1,2
C636513217,1,0,1,2
C1981135066,0,1,1,2
C126184468,1,0,1,5
C1425114076,1,0,1,2
C2047248862,0,1,1,2
C1426907538,1,0,1,2
C2045730877,0,1,1,2
C109831897,1,0,1,2
M1532450547,0,1,1,2
C1588133261,1,0,1,3
C526372521,1,0,1,2
M266683054,0,1,1,2
C1743642105,1,0,1,2
M837054705,0,1,1,2
C736264957,1,0,1,2
M2095889207,0,1,1,2
C525854265,1,0,1,2
C643458984,0,1,1,2
C701583040,1,0,1,2
M517505715,0,1,1,2
C100314970,1,0,1,2
M318985160,0,1,1,2
C1986195132,1,0,1,2
M1402189275,0,1,1,2
C647169870,1,0,1,2
M1947254877,0,1,1,2
C1008552882,1,0,1,2
C1936097003,0,1,1,2
C1608987479,1,0,1,2
C1995753731,0,1,1,2
C314205975,1,0,1,2
M1412683991,0,1,1,2
C1803161771,1,0,1,2
M2020490726,0,1,1,2
C1526992141,1,0,1,3
C728583416,0,2,2,3
C1585010999,1,0,1,2
M819271971,0,1,1,2
C804692879,1,0,1,3
C1971042149,1,0,1,3
C451221519,1,0,1,2
C23716680,0,1,1,2
C1343655438,1,0,1,2
M241325913,0,1,1,2
C1599291757,1,0,1,2
M1531226926,0,1,1,2
C317069009,1,0,1,2
M234800507,0,1,1,2
C87885873,1,0,1,2
C2050401080,0,1,1,2
C1245668163,1,0,1,2
M1119209614,0,1,1,2
C560981630,1,0,1,2
M1420442867,0,1,1,2
C1340472886,1,0,1,2
M756964198,0,1,1,2
C1843004095,1,0,1,2
M194736211,0,1,1,2
C2058521424,1,0,1,2
C434667109,0,1,1,2
C263708110,1,0,1,2
M317889919,0,1,1,2
C124904088,1,0,1,2
C1492286872,0,1,1,2
C418719573,1,0,1,2
C710265155,0,1,1,2
C1848810613,1,0,1,3
C1326779887,0,2,2,3
C1828901924,1,0,1,2
C23483434,0,1,1,2
C1109300632,1,0,1,2
C680543834,0,1,1,2
C463068234,1,0,1,2
C1793702001,0,1,1,2
C1070397845,1,0,1,3
C1610051373,0,2,2,3
C1575289442,1,0,1,2
M1917322726,0,1,1,2
C1455320623,1,0,1,2
M1334418227,0,1,1,2
C1541974155,1,0,1,2
M1900449512,0,1,1,2
C2105088270,1,0,1,3
C1264253913,0,2,2,3
C1486039418,1,0,1,2
C720986919,0,1,1,2
C1215477536,1,0,1,3
C2119547410,1,0,1,2
C358687888,0,1,1,2
C1580856080,1,0,1,3
C1585597810,1,0,1,2
M1967316448,0,1,1,2
C1558873791,1,0,1,2
M1058265496,0,1,1,2
C679796037,1,0,1,2
M1346466504,0,1,1,2
C1115680461,1,0,1,2
C1055957406,0,1,1,2
C954881689,1,0,1,4
C1416186831,1,0,1,2
M230165077,0,1,1,2
C1464726535,1,0,1,4
C1310349978,1,0,1,3
C1628532865,1,0,1,2
C1169963323,0,1,1,2
C1036920956,1,0,1,3
C1238748504,0,2,2,3
C2116561845,1,0,1,2
M2135208856,0,1,1,2
C1184094512,1,0,1,2
M1317645783,0,1,1,2
C955055606,1,0,1,2
M1594190125,0,1,1,2
C649452088,1,0,1,2
C964008667,0,1,1,2
C1923801757,1,0,1,2
M1299665963,0,1,1,2
C975646275,1,0,1,5
C85992620,1,0,1,3
C547659214,1,0,1,2
M93639197,0,1,1,2
C740289098,1,0,1,2
C125997794,0,1,1,2
C1816351168,1,0,1,3
C1895481056,0,2,2,3
C1855957486,1,0,1,2
M524546867,0,1,1,2
C623204519,1,0,1,2
C417757495,0,1,1,2
C51467734,1,0,1,2
M707839171,0,1,1,2
C1933037278,1,0,1,2
C582354444,0,1,1,2
C1746840071,1,0,1,3
C1909037023,1,0,1,2
C116384774,0,1,1,2
C19378725,1,0,1,2
M542689099,0,1,1,2
C373154797,1,0,1,2
M694503537,0,1,1,2
C1942711003,1,0,1,2
C1029614917,0,1,1,2
C823746587,1,0,1,2
M913076665,0,1,1,2
C1968772981,1,0,1,2
M455719946,0,1,1,2
C873791803,1,0,1,2
C1203764904,0,1,1,2
C895222798,1,0,1,4
C291750335,1,0,1,3
C1671434068,0,2,2,3
C129888405,1,0,1,2
M480452351,0,1,1,2
C242012600,1,0,1,4
C1148351759,1,0,1,3
C612404094,1,0,1,2
M470507567,0,1,1,2
C867426531,1,0,1,6
C1054640131,1,0,1,2
M1893448595,0,1,1,2
C1743304918,1,0,1,2
M721459122,0,1,1,2
C867887557,1,0,1,2
M1992353497,0,1,1,2
C1587392098,1,0,1,4
C2133439420,1,0,1,2
M1844493768,0,1,1,2
C2126177876,1,0,1,3
C401825929,0,2,2,3
C679810618,1,0,1,2
C1562263833,0,1,1,2
C120247396,1,0,1,4
C964516568,1,0,1,2
M1459090351,0,1,1,2
C1503633127,1,0,1,2
C249400320,0,1,1,2
C1174858499,1,0,1,2
C1307172140,0,1,1,2
C621984509,1,0,1,2
C485670952,0,1,1,2
C946225867,1,0,1,2
M581824414,0,1,1,2
C541620896,1,0,1,2
C68916947,0,1,1,2
C175482528,1,0,1,2
C1145634632,0,1,1,2
C474037392,1,0,1,2
C534279474,0,1,1,2
C817421443,1,0,1,2
C989802862,0,1,1,2
C1386998009,1,0,1,4
C1238634820,1,0,1,2
C2053614873,0,1,1,2
C857451836,1,0,1,3
C661820204,1,0,1,2
M1704316318,0,1,1,2
C1807479790,1,0,1,2
C1010444885,0,1,1,2
C923488290,1,0,1,2
C1602753345,0,1,1,2
C1906654707,1,0,1,3
C1169983356,1,0,1,2
C563758652,0,1,1,2
C642284038,1,0,1,2
M1378626829,0,1,1,2
C495981765,1,0,1,2
M406049976,0,1,1,2
C1153782212,1,0,1,2
C2102993154,0,1,1,2
C1551278509,1,0,1,2
C2051889704,0,1,1,2
C18448169,1,0,1,2
M208978482,0,1,1,2
C87955809,1,0,1,2
C276251531,0,1,1,2
C878435934,1,0,1,2
C1821320595,0,1,1,2
C840628951,1,0,1,3
C728507247,1,0,1,6
C929641348,1,0,1,2
C226332440,0,1,1,2
C1187985066,1,0,1,2
M1871654246,0,1,1,2
C1329697091,1,0,1,2
M1200684599,0,1,1,2
C1681350662,1,0,1,4
C1777968011,1,0,1,2
M1952181882,0,1,1,2
C1678789587,1,0,1,4
C1585046917,0,3,3,4
C427486878,1,0,1,2
C360388623,0,1,1,2
C590794045,1,0,1,4
C1619085130,1,0,1,3
C1221145689,0,2,2,3
C564930683,1,0,1,2
C735662746,0,1,1,2
C873679584,1,0,1,3
C1458694010,0,2,2,3
C410221728,1,0,1,2
M1118923858,0,1,1,2
C393313713,1,0,1,4
C17820769,0,3,3,4
C1863663235,1,0,1,2
C798834992,0,1,1,2
C1861669874,1,0,1,2
M668361011,0,1,1,2
C2032775563,1,0,1,2
C101309515,0,1,1,2
C1065145800,1,0,1,2
C202576955,0,1,1,2
C1690545994,1,0,1,2
M419060805,0,1,1,2
C762408255,1,0,1,2
C1754882046,0,1,1,2
C543847233,1,0,1,3
C164817859,1,0,1,2
C1673794261,0,1,1,2
C1938579199,1,0,1,2
M2054557170,0,1,1,2
C52365634,1,0,1,6
C228566592,1,0,1,2
C573154827,0,1,1,2
C1447254569,1,0,1,2
M1144150226,0,1,1,2
C820901731,1,0,1,2
C590289243,0,1,1,2
C2046434990,1,0,1,2
C1532566631,0,1,1,2
C1610368962,1,0,1,2
M386238611,0,1,1,2
C1688749210,1,0,1,2
C243995669,0,1,1,2
C1979355814,1,0,1,3
C470068344,0,2,2,3
C399324743,1,0,1,2
C302925753,0,1,1,2
C932459944,1,0,1,2
M411358336,0,1,1,2
C1363766609,1,0,1,2
M1000775917,0,1,1,2
C472010561,1,0,1,2
M908321808,0,1,1,2
C1489711177,1,0,1,2
